YMD	YMDT	DPS	AREA	TYPE_OCCUR	TYPE_CAUSE	TYPE_SHIP	WEATHER	POS	COUNT	RESCUE	INJURY	DEATH	DISAPPER	위도_도	위도_분	위도_초	경도_도	경도_분	경도_초	LAT	LON	LAT_DBC	LON_DBC
20140814	20140814 12:00	제주	영해	키손상	정비불량	어선	양호	우도 북동방 11.8해리	1	6	0	0	0	33	39	0	127	8	0	33.65000	127.13333	33|39|00	127|08|00
20140816	20140816 7:40	울산	영해	운항저해	정비불량	어선	양호	울산광역시 울주군 서생면 평동항 동방 0.7마일 해상	1	1	0	0	0	35	21	35	129	22	4	35.35972	129.36778	35|21|35	129|22|04
20140816	20140816 7:51	목포	협수로	기타	관리소홀	어선	양호	신안군 압해읍 매화도 ~ 소악도간 해상	1	0	0	0	0	34	55	19	126	16	7	34.92194	126.26861	34|55|19	126|16|07
20140816	20140816 9:01	창원	영해	침수	기타	어선	양호	창원시 진해 저도(대통령별장) 부두 옆 모래사장	1	1	0	0	0	35	1	29	128	44	34	35.02472	128.74278	35|01|29	128|44|34
20140816	20140816 9:15	창원	영해	충돌	운항부주의	어선	양호	마산 실리도 인근해상	1	5	5	0	0	35	4	4	128	38	17	35.06778	128.63806	35|04|04	128|38|17
20140816	20140816 13:55	태안	영해	기관손상	운항부주의	고무보트	양호	충남 태안군 근흥면 가의도리 목개도 인근해상	1	2	0	0	0	36	27	0	126	13	0	36.45000	126.21667	36|27|00	126|13|00
20140816	20140816 18:15	목포	협수로	추진기손상	운항부주의	유도선	양호	전남 신안군 흑산면 다물도 인근 해상	1	39	0	0	0	34	44	33	125	26	54	34.74250	125.44833	34|44|33	125|26|54
20140817	20140817 6:46	여수	영해	키손상	정비불량	낚시어선	양호	전남 여수시 백도 북동방 7.5해리	1	18	0	0	0	34	9	0	127	40	0	34.15000	127.66667	34|09|00	127|40|00
20140817	20140817 8:10	목포	협수로	좌초	운항부주의	여객선	양호	신안군 비금면 하사치도 선착장	1	216	0	0	0	34	45	12	126	3	24	34.75333	126.05667	34|45|12	126|03|24
20140817	20140817 8:13	인천	항계내	추진기손상	운항부주의	요트	양호	인천 무의도 남동방 약 3.3마일 해상	1	4	0	0	0	37	18	36	126	25	54	37.31000	126.43167	37|18|36	126|25|54
20140817	20140817 8:50	제주	영해-EEZ	안전저해	운항부주의	어선	양호	차귀도 북서방 18해리/약34km	1	13	0	0	0	33	28	0	125	50	0	33.46667	125.83333	33|28|00	125|50|00
20140817	20140817 10:50	속초	항계내	접촉	운항부주의	모터보트	양호	양양군 수산항내 요트마리나 계류장	2	2	1	0	0	38	4	39	128	40	30	38.07750	128.67500	38|04|39	128|40|30
20140817	20140817 14:45	창원	협수로	전복	운항부주의	모터보트	양호	거제시 사등면 사등리 성내조선공단 앞 해상	1	4	4	0	0	34	57	87	128	38	23	34.97417	128.63972	34|57|87	128|38|23
20140817	20140817 16:00	동해	외국해역	인명사상	기타	어선	양호	울릉 북동방 267마일 해상	1	1	1	0	0	41	18	0	133	59	0	41.30000	133.98333	41|18|00	133|59|00
20140817	20140817 16:54	목포	협수로	기관손상	정비불량	어선	양호	목포시 외달도 서방 1.5해리	1	3	0	0	0	34	46	19	126	15	26	34.77194	126.25722	34|46|19	126|15|26
20140818	20140818 18:49	창원	협수로	키손상	기타	모터보트	양호	마산합포구 구산면 소재 쇠섬끝단 0.5마일	1	3	0	0	0	35	4	12	128	33	38	35.07000	128.56056	35|04|12	128|33|38
20140818	20140818 19:00	제주	영해	충돌	운항부주의	어선	황천5급	제주 북방 5해리 해상	2	16	0	0	0	33	36	12	126	32	20	33.60333	126.53889	33|36|12	126|32|20
20140819	20140819 6:00	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	제주도 서귀포 남서방 50해리	1	12	0	0	0	32	32	0	125	56	0	32.53333	125.93333	32|32|00	125|56|00
20140819	20140819 9:55	여수	영해	접촉	운항부주의	어선	양호	전남 여수시 돌산1대교 인근해상	2	34	0	0	0	34	43	80	127	44	0	34.73889	127.73333	34|43|80	127|44|00
20140819	20140819 12:55	보령	영해	침수	기타	어선	양호	군산시 개야도 북방 3.2마일	1	4	0	0	0	36	6	0	126	34	0	36.10000	126.56667	36|06|00	126|34|00
20140819	20140819 18:34	서귀포	협수로	좌초	운항부주의	예부선	양호	제주도 서귀포시 성산포항 서쪽 방파제 입구	2	8	0	0	0	33	28	0	126	55	0	33.46667	126.91667	33|28|00	126|55|00
20140820	20140820 6:24	울산	영해-EEZ	충돌	운항부주의	화물선	황천5급	울산광역시 북구 당사동 당사항 동방 20해리	2	30	0	0	0	35	34	0	129	52	0	35.56667	129.86667	35|34|00	129|52|00
20140820	20140820 23:00	제주	영해-EEZ	키손상	정비불량	어선	양호	마라도 남서방 32해리	1	13	0	0	0	32	58	4	125	38	51	32.96778	125.64750	32|58|04	125|38|51
20140821	20140821 8:00	인천	항계내	기관손상	정비불량	어선	양호	인천 중구 석탄부두 앞 해상	1	5	0	0	0	37	26	47	126	34	46	37.44639	126.57944	37|26|47	126|34|46
20140821	20140821 10:00	완도	영해	기관손상	정비불량	어선	양호	전남 완도군 신지면 월양리 달해도 인근해상	1	2	0	0	0	34	17	96	126	50	5	34.31000	126.83472	34|17|96	126|50|05
20140821	20140821 10:00	제주	영해-EEZ	기관손상	정비불량	어선	양호	차귀도 남서방 72해리	1	10	0	0	0	32	47	0	124	52	0	32.78333	124.86667	32|47|00	124|52|00
20140822	20140822 8:30	부산	영해	기관손상	기타	어선	양호	목도 서방 1.5마일 해상	1	10	0	0	0	34	58	40	128	57	30	34.97778	128.95833	34|58|40	128|57|30
20140822	20140822 9:12	인천	항계내	기관손상	정비불량	어선	양호	인천 연안부두 방파제 부근	1	2	0	0	0	37	25	23	126	34	5	37.42306	126.56806	37|25|23	126|34|05
20140822	20140822 18:44	완도	영해	기관손상	정비불량	요트	양호	전남 완도군 노화도 북동방 4.5마일 해상	1	2	0	0	0	34	17	0	126	39	25	34.28333	126.65694	34|17|00	126|39|25
20140822	20140822 19:06	군산	영해	전복	운항부주의	어선	양호	전북 군산시 새만금방조제 내측	1	3	0	3	0	35	48	29	126	29	11	35.80806	126.48639	35|48|29	126|29|11
20140823	20140823 10:50	완도	영해	기관손상	기타	기타	양호	전남 완도군 생일도 인근해상	1	3	0	0	0	34	16	78	126	55	92	34.28833	126.94222	34|16|78	126|55|92
20140823	20140823 11:39	울산	항계내	인명사상	기타	예부선	양호	울산광역시 남구 매암동 울산항 예인선부두 앞 해상	1	0	0	1	0	35	30	13	129	23	27	35.50361	129.39083	35|30|13	129|23|27
20140823	20140823 16:50	목포	협수로	충돌	운항부주의	어선	양호	전남 신안군 압해읍 송공선착장 앞 해상	2	2	1	0	0	34	50	53	126	13	36	34.84806	126.22667	34|50|53	126|13|36
20140823	20140823 18:15	부산	항계내	키손상	기타	모터보트	양호	청사포 외항 남동방 약 1마일 해상	2	3	0	0	0	35	8	45	129	12	17	35.14583	129.20472	35|08|45	129|12|17
20140823	20140823 19:50	동해	영해-EEZ	키손상	기타	낚시어선	양호	울릉 남동방 30M 해상	1	5	0	0	0	37	23	0	131	30	0	37.38333	131.50000	37|23|00	131|30|00
20140823	20140823 21:30	보령	항계내	접촉	기타	어선	양호	충남 보령시 오천면 오천항내	2	2	0	0	0	36	26	22	126	31	15	36.43944	126.52083	36|26|22	126|31|15
20140823	20140823 22:00	보령	협수로	침수	운항부주의	어선	양호	충남 서천군 장항읍 원수출장소 동방 약 0.4마일	1	2	0	0	0	35	59	45	126	43	25	35.99583	126.72361	35|59|45	126|43|25
20140823	20140823 22:00	제주	항계내	기관손상	정비불량	어선	양호	한림 수원포구 북서방 0.06해리	1	8	0	0	0	33	25	46	126	15	55	33.42944	126.26528	33|25|46	126|15|55
20140824	20140824 6:04	여수	영해	추진기손상	관리소홀	낚시어선	양호	전남 여수시 남면 유송리 송고~대두리도	1	7	0	0	0	34	33	0	127	43	0	34.55000	127.71667	34|33|00	127|43|00
20140824	20140824 7:57	인천	협수로	기관손상	정비불량	어선	양호	인천 자월도 북서방 1.8마일 해상	1	2	0	0	0	37	16	48	126	21	3	37.28000	126.35083	37|16|48	126|21|03
20140824	20140824 14:03	목포	영해	추진기손상	운항부주의	어선	양호	전남 신안군 흑산면 흑산도 북방 16해리	1	14	0	0	0	34	58	0	125	22	0	34.96667	125.36667	34|58|00	125|22|00
20140824	20140824 17:11	서귀포	영해	기관손상	정비불량	어선	양호	서귀포 남방 9.5해리	1	5	0	0	0	33	4	83	126	35	72	33.08972	126.60333	33|04|83	126|35|72
20140825	20140825 14:32	통영	영해	기관손상	정비불량	여객선	양호	경남 통영시 한산면 매죽리 소매물도 북방 0.2	1	30	0	0	0	34	38	6	128	32	58	34.63500	128.54944	34|38|06	128|32|58
20140826	20140826 13:50	제주	영해	안전저해	운항부주의	어선	양호	신창포구 서방 0.6해리	1	7	0	0	0	33	20	94	126	9	93	33.35944	126.17583	33|20|94	126|09|93
20140826	20140826 14:39	목포	협수로	기관손상	정비불량	어선	양호	전남 신안군 비금도 남서방 1해리	1	3	0	0	0	34	42	18	125	53	17	34.70500	125.88806	34|42|18	125|53|17
20140826	20140826 18:00	인천	항계내	기관손상	정비불량	어선	양호	인천 작약도 남동방 0.6마일 해상	1	4	0	0	0	37	29	27	126	36	6	37.49083	126.60167	37|29|27	126|36|06
20140826	20140826 18:10	완도	영해	기타	기타	기타	양호	전남 해남군 북평면 평암리 앞 자라섬 인근해상	1	1	0	0	0	34	20	13	126	37	6	34.33694	126.61833	34|20|13	126|37|06
20140826	20140826 19:50	목포	영해	인명사상	기타	어선	양호	전남 진도군 조도면 병풍도 남동 6해리	1	9	1	0	0	34	4	0	126	2	0	34.06667	126.03333	34|04|00	126|02|00
20140827	20140827 4:30	여수	영해	추진기손상	기타	예부선	양호	전남 나로도 남방 1마일 해상	1	3	0	0	0	34	23	45	127	28	21	34.39583	127.47250	34|23|45	127|28|21
20140827	20140827 6:15	목포	영해	기관손상	정비불량	어선	양호	전남 영광군 홍농읍 계마항 남서 5해리	1	2	0	0	0	35	20	51	126	19	34	35.34750	126.32611	35|20|51	126|19|34
20140827	20140827 8:59	목포	협수로	운항저해	기타	어선	저시정	전남 진도군 조도면 독거도 서방 1.7해리	1	1	0	0	0	34	16	3	126	8	43	34.26750	126.14528	34|16|03	126|08|43
20140827	20140827 10:47	통영	항계내	좌초	운항부주의	어선	양호	경남 고성군 동해면 용정리 해안가	1	1	0	0	0	35	0	57	128	29	67	35.01583	128.50194	35|00|57	128|29|67
20140827	20140827 14:00	제주	영해	전복	운항부주의	고무보트	황천5급	월정리 풍력발전기 설치 인근 해상	1	1	0	0	0	33	32	24	126	47	11	33.54000	126.78639	33|32|24	126|47|11
20140827	20140827 14:32	인천	협수로	기관손상	정비불량	어선	양호	인천시 옹진군 대초치도 남서방 2.1해리 해상	1	3	0	0	0	37	18	48	126	13	6	37.31333	126.21833	37|18|48	126|13|06
20140827	20140827 19:00	목포	영해-EEZ	기관손상	정비불량	어선	양호	전남 신안군 흑산면 홍도 북서 26해리	1	4	0	0	0	35	7	0	125	1	0	35.11667	125.01667	35|07|00	125|01|00
20140828	20140828 3:35	속초	항계내	기타	관리소홀	어선	양호	양양군 남애항 북방파제 중간지점 해상	1	0	0	0	0	37	56	33	128	47	20	37.94250	128.78889	37|56|33	128|47|20
20140828	20140828 6:20	여수	영해	기관손상	정비불량	낚시어선	양호	전남 여수시 하백도 남방 해상	1	18	0	0	0	34	1	28	127	26	14	34.02444	127.43722	34|01|28	127|26|14
20140828	20140828 7:20	목포	협수로	추진기손상	운항부주의	어선	양호	전남 영광군 법성항 인근	1	3	0	0	0	35	21	16	126	25	29	35.35444	126.42472	35|21|16	126|25|29
20140828	20140828 21:00	서귀포	공해	기관손상	정비불량	어선	양호	제주도 서귀포 남서방 150해리	1	13	0	0	0	31	0	0	125	20	0	31.00000	125.33333	31|00|00	125|20|00
20140829	20140829 2:46	보령	항계내	좌초	운항부주의	어선	양호	충남 서천군 서면 도둔리 홍원항 방파제 끝단	1	3	0	0	0	36	9	41	126	30	13	36.16139	126.50361	36|09|41	126|30|13
20140829	20140829 3:49	제주	영해	기관손상	정비불량	어선	양호	제주항 북서방 3.5해리 해상	1	4	0	0	0	33	32	32	126	27	71	33.54222	126.46972	33|32|32	126|27|71
20140829	20140829 15:33	목포	영해	충돌	운항부주의	어선	양호	전남 신안군 대흑산도 동방 6해리	2	7	0	0	0	34	38	0	125	32	0	34.63333	125.53333	34|38|00	125|32|00
20140829	20140829 18:50	목포	협수로	운항저해	운항부주의	어선	양호	전남 해남군 화원면 시하도 남방 0.3해리	1	1	0	0	0	34	41	0	126	14	0	34.68333	126.23333	34|41|00	126|14|00
20140830	20140830 9:25	포항	영해	충돌	운항부주의	어선	양호	영덕 대진항 입구 1.5마일(2.7km)	2	8	4	0	0	36	34	10	129	27	64	36.56944	129.46778	36|34|10	129|27|64
20140830	20140830 9:38	목포	협수로	인명사상	기타	예부선	양호	전남 진도군 조도면 슬도 근해	1	4	1	0	0	34	15	50	126	9	12	34.26389	126.15333	34|15|50	126|09|12
20140830	20140830 11:16	보령	항계내	전복	운항부주의	모터보트	양호	충청남도 보령시 신흑동 소재 대천해수욕장 1망루 수상레저사업장 50m 해상	1	8	0	0	0	36	18	2	126	30	55	36.30056	126.51528	36|18|02	126|30|55
20140830	20140830 13:00	완도	영해	키손상	정비불량	낚시어선	양호	전남 완도군 청산면 여서도 남서방 인근해상	1	18	0	0	0	33	58	0	126	54	0	33.96667	126.90000	33|58|00	126|54|00
20140830	20140830 23:00	완도	영해	충돌	운항부주의	어선	양호	전남 완도군 화흥포항 남방 2.5해리	3	19	0	0	0	34	15	50	126	43	20	34.26389	126.72222	34|15|50	126|43|20
20140830	20140830 23:12	제주	영해	기관손상	정비불량	모터보트	황천5급	한림항 북동방 약 200m 해상	1	2	0	0	0	33	25	8	126	15	4	33.41889	126.25111	33|25|08	126|15|04
20140830	20140830 23:30	태안	영해	충돌	운항부주의	예부선	양호	충남 태안군 근흥면 신진도 남서방 3해리 해상	3	15	0	0	0	36	37	0	126	6	0	36.61667	126.10000	36|37|00	126|06|00
20140831	20140831 7:16	여수	영해	접촉	운항부주의	어선	양호	전남 여수시 삼산면 삼부도 인근해상	2	4	0	0	0	34	3	0	127	22	0	34.05000	127.36667	34|03|00	127|22|00
20140831	20140831 10:24	목포	협수로	전복	운항부주의	기타	양호	전남 신안군 압해읍 천사 분재공원 앞 해상	1	2	0	0	0	34	49	16	126	15	42	34.82111	126.26167	34|49|16	126|15|42
20140831	20140831 12:02	평택	협수로	기관손상	정비불량	모터보트	양호	경기 화성시 우정읍 국화리 소재 입파도 서방 약 2.5해리 해상	1	9	0	0	0	37	6	0	126	29	0	37.10000	126.48333	37|06|00	126|29|00
20140831	20140831 13:54	부산	항계내	속구손상	기타	요트	양호	부산시 수영구 광안대교 앞 해상	1	1	0	0	0	35	8	55	129	8	21	35.14861	129.13917	35|08|55	129|08|21
20140831	20140831 16:38	평택	협수로	침수	운항부주의	모터보트	양호	경기 화성시 우정읍 소재 입파도 인근 해상	1	3	0	0	0	37	6	65	126	33	20	37.11806	126.55556	37|06|65	126|33|20
20140831	20140831 16:40	완도	영해	추진기손상	정비불량	어선	양호	전남 완도군 약산면 득암항 앞 해상	1	1	0	0	0	34	21	38	126	53	45	34.36056	126.89583	34|21|38	126|53|45
20140831	20140831 16:42	인천	협수로	기관손상	정비불량	기타	양호	인천시 영흥도 인근 섬업벌앞 해상	1	5	0	0	0	37	14	0	126	23	0	37.23333	126.38333	37|14|00	126|23|00
20140831	20140831 17:30	서귀포	영해	기관손상	정비불량	어선	양호	제주도 서귀포시 표선 남동방 8해리	1	7	0	0	0	33	15	0	126	58	0	33.25000	126.96667	33|15|00	126|58|00
20140901	20140901 7:52	포항	영해-EEZ	기관손상	정비불량	어선	양호	후포남동 20마일	1	8	0	0	0	36	36	0	129	50	0	36.60000	129.83333	36|36|00	129|50|00
20140902	20140902 2:25	제주	영해	침수	적재불량	예부선	양호	추자도 남동방 11해리	1	3	0	0	0	33	48	22	126	31	20	33.80611	126.52222	33|48|22	126|31|20
20140902	20140902 7:54	제주	영해	기관손상	정비불량	낚시어선	양호	김녕항 북방 5해리	1	20	0	0	0	33	39	0	126	46	0	33.65000	126.76667	33|39|00	126|46|00
20140902	20140902 9:00	목포	항계내	좌초	운항부주의	어선	양호	전남 해남군 영암방조제 남서 0.5해리	1	0	0	0	0	34	42	31	126	21	57	34.70861	126.36583	34|42|31	126|21|57
20140902	20140902 14:36	통영	항계내	기관손상	기타	어선	양호	경남 통영시 도남동 공설해수욕장 앞 해상 0.5마일	1	1	0	0	0	34	49	32	128	26	26	34.82556	128.44056	34|49|32	128|26|26
20140903	20140903 6:30	부산	항계내	키손상	기타	어선	양호	태종대 동방 16마일 해상	1	3	0	0	0	35	2	5	129	25	0	35.03472	129.41667	35|02|05	129|25|00
20140903	20140903 17:14	태안	항계내	침수	관리소홀	어선	양호	충남 태안군 원북면 청산항	1	0	0	0	0	36	49	53	126	18	43	36.83139	126.31194	36|49|53	126|18|43
20140904	20140904 7:30	제주	영해-EEZ	기관손상	정비불량	어선	황천5급	마라도 남서31해리	1	8	0	0	0	32	53	0	125	41	0	32.88333	125.68333	32|53|00	125|41|00
20140904	20140904 8:11	인천	협수로	기관손상	정비불량	어선	양호	인천시 옹진군 선미도 근해	1	3	0	0	0	37	16	0	126	6	0	37.26667	126.10000	37|16|00	126|06|00
20140904	20140904 9:53	목포	협수로	좌초	운항부주의	어선	양호	전남 진도군 조도면 주지도 북동 해안	1	9	0	0	0	34	29	33	126	5	11	34.49250	126.08639	34|29|33	126|05|11
20140904	20140904 17:00	서귀포	영해	기관손상	정비불량	어선	양호	제주도 서귀포시 대정읍 마라도 남동 2해리	1	7	0	0	0	33	6	0	126	18	0	33.10000	126.30000	33|06|00	126|18|00
20140905	20140905 10:40	태안	영해	충돌	운항부주의	어선	양호	충남 태안군 신진도 북서방 9해리 해상	2	18	0	0	0	36	42	0	125	57	0	36.70000	125.95000	36|42|00	125|57|00
20140905	20140905 19:30	제주	영해-EEZ	인명사상	기타	어선	양호	차귀도 서방 24해리	1	10	1	0	0	33	18	0	125	40	0	33.30000	125.66667	33|18|00	125|40|00
20140906	20140906 3:40	속초	영해	침몰	운항부주의	어선	양호	고성군 현내면 마차진리 대공사격장 북쪽 약 700미터 해상	1	2	0	0	0	38	31	30	128	25	30	38.52500	128.42500	38|31|30	128|25|30
20140906	20140906 5:40	여수	영해	접촉	운항부주의	어선	양호	전남 여수시 돌산대교 남방 0.3마일 해상	2	2	0	0	0	34	43	29	127	44	6	34.72472	127.73500	34|43|29	127|44|06
20140906	20140906 10:15	창원	협수로	화재	기타	어선	양호	부산 가덕도 천성항 인근 해상	1	1	1	0	0	34	1	43	128	48	2	34.02861	128.80056	34|01|43	128|48|02
20140906	20140906 16:50	제주	영해	기관손상	정비불량	고무보트	양호	제주시 월정리 하수종말처리장 앞 해상	1	1	0	0	0	33	33	24	126	47	11	33.55667	126.78639	33|33|24	126|47|11
20140906	20140906 18:44	부산	항계내	기관손상	기타	모터보트	양호	태종대~오륙도 사이 해상	1	2	0	0	0	35	4	45	129	6	51	35.07917	129.11417	35|04|45	129|06|51
20140906	20140906 19:20	목포	영해	운항저해	운항부주의	어선	양호	전남 진도군 조도면 북송도 북서 9.5헤리	1	8	0	0	0	34	28	0	125	48	0	34.46667	125.80000	34|28|00	125|48|00
20140906	20140906 19:30	서귀포	영해	기관손상	정비불량	모터보트	양호	제주도 서귀포시 남원읍 태흥2리 동방파제 앞 500m해상	1	3	0	0	0	33	17	1	126	45	11	33.28361	126.75306	33|17|01	126|45|11
20140908	20140908 13:00	목포	항계내	추진기손상	운항부주의	여객선	양호	전남 진도군 조도면 서거차항	1	3	0	0	0	34	14	52	125	54	50	34.24778	125.91389	34|14|52	125|54|50
20140908	20140908 19:10	목포	항계내	침수	관리소홀	어선	양호	전남 목포시 동명항 부두	1	0	0	0	0	34	47	10	126	23	31	34.78611	126.39194	34|47|10	126|23|31
20140909	20140909 9:57	보령	영해	좌초	운항부주의	어선	양호	충청남도 보령시 오천면 삽시도 북서방 약 2.5마일	1	2	0	0	0	36	22	58	126	19	0	36.38278	126.31667	36|22|58	126|19|00
20140909	20140909 11:52	태안	영해	기타	정비불량	고무보트	양호	충남 태안군 안면도 삼봉해수욕장 앞 해상	1	2	0	0	0	36	34	0	126	18	0	36.56667	126.30000	36|34|00	126|18|00
20140909	20140909 15:00	태안	영해	기관손상	정비불량	모터보트	양호	충남 태안군 고남면 영목 앞 해상	1	2	0	0	0	36	23	15	126	24	16	36.38750	126.40444	36|23|15	126|24|16
20140909	20140909 15:24	부산	항계내	추진기손상	기타	모터보트	양호	부산시 해운대구 송정항 공수마을 방파제 앞 해상	1	3	0	0	0	35	10	59	129	12	49	35.18306	129.21361	35|10|59	129|12|49
20140909	20140909 17:48	제주	항계내	침수	정비불량	어선	양호	한림항(매일시장 앞 물양장)	1	0	0	0	0	33	25	5	126	15	43	33.41806	126.26194	33|25|05	126|15|43
20140909	20140909 21:30	서귀포	영해	기관손상	정비불량	어선	양호	제주도 서귀포시 문섬 서방 0.2해리	1	1	0	0	0	33	13	0	126	33	0	33.21667	126.55000	33|13|00	126|33|00
20140910	20140910 0:00	창원	항계내	침수	기타	어선	양호	마산 용호항	1	0	0	0	0	35	4	15	128	35	67	35.07083	128.60194	35|04|15	128|35|67
20140910	20140910 5:29	여수	영해	추진기손상	관리소홀	낚시어선	양호	전남 여수시 화정면 낭도리 남방 목도(목섬) 갯바위	1	3	0	0	0	34	35	46	127	32	18	34.59611	127.53833	34|35|46	127|32|18
20140910	20140910 8:12	인천	협수로	기관손상	정비불량	고무보트	양호	인천시 중구 소무의도-해리도 사이 해상	1	6	0	0	0	37	21	55	126	26	26	37.36528	126.44056	37|21|55	126|26|26
20140910	20140910 9:07	평택	협수로	기관손상	정비불량	고무보트	양호	충남 당진시 석문면 대난지도 서방 약 2마일 해상	1	2	0	0	0	37	2	36	126	26	47	37.04333	126.44639	37|02|36	126|26|47
20140910	20140910 9:30	목포	항계내	접촉	운항부주의	어선	양호	전남 무안군 해제면 홀통선착장 50m 앞 해상	2	1	0	0	0	35	4	13	126	19	49	35.07028	126.33028	35|04|13	126|19|49
20140910	20140910 10:28	제주	EEZ 30마일 이내	기관손상	정비불량	어선	양호	제주시 한경면 차귀도 서방 87해리	1	10	0	0	0	33	20	0	124	25	0	33.33333	124.41667	33|20|00	124|25|00
20140910	20140910 14:00	통영	협수로	좌초	운항부주의	예부선	양호	경남 통영시 용남면 연기마을 앞 해상	1	4	0	0	0	34	52	34	128	28	21	34.87611	128.47250	34|52|34	128|28|21
20140910	20140910 16:30	군산	영해	침수	정비불량	어선	양호	전북 부안군 위도면 왕등도 북서 8.5마일	1	9	0	0	0	35	42	0	125	56	0	35.70000	125.93333	35|42|00	125|56|00
20140910	20140910 19:10	평택	협수로	안전저해	운항부주의	모터보트	양호	경기 화성시 서신면 제부도 남서 1.7해리 해상	1	7	0	0	0	37	8	60	126	35	5	37.15000	126.58472	37|08|60	126|35|05
20140911	20140911 0:40	목포	영해	추진기손상	운항부주의	어선	양호	전남 신안군 비금면 칠발도 남동 2해리	1	6	0	0	0	34	47	0	125	49	0	34.78333	125.81667	34|47|00	125|49|00
20140911	20140911 3:56	군산	영해	좌초	운항부주의	어선	양호	전북 군산시 옥도면 횡경도 북동 2마일	1	7	0	0	0	35	53	0	126	26	0	35.88333	126.43333	35|53|00	126|26|00
20140911	20140911 6:20	제주	영해	안전저해	운항부주의	어선	양호	제주항 북방 4.5마일	1	2	0	0	0	33	35	0	126	36	0	33.58333	126.60000	33|35|00	126|36|00
20140911	20140911 10:43	목포	항계내	침수	기타	어선	양호	전남 목포시 북항 소형선박 물야장	1	0	0	0	0	34	48	22	126	21	51	34.80611	126.36417	34|48|22	126|21|51
20140911	20140911 11:18	통영	영해	인명사상	기타	어선	양호	경남 통영시 욕지면 동항리 국도 북서방 약 1마일 근해	1	0	0	0	1	34	32	34	128	26	2	34.54278	128.43389	34|32|34	128|26|02
20140911	20140911 17:00	서귀포	항계내	인명사상	관리소홀	예부선	양호	강정포구 민군복합항 공사 현장	1	1	1	0	0	33	13	40	126	28	36	33.22778	126.47667	33|13|40	126|28|36
20140911	20140911 20:00	서귀포	공해	기관손상	정비불량	어선	양호	제주도 서귀포 남서방 151해리	1	11	0	0	0	30	52	0	125	32	0	30.86667	125.53333	30|52|00	125|32|00
20140912	20140912 16:17	목포	협수로	기관손상	정비불량	어선	양호	전남 진도군 조도 남방 0.1해리	1	1	0	0	0	34	23	54	126	0	0	34.39833	126.00000	34|23|54	126|00|00
20140912	20140912 18:10	인천	협수로	키손상	정비불량	어선	양호	인천시 초치도 북서방 8.7마일 해상	1	6	0	0	0	37	23	0	126	6	0	37.38333	126.10000	37|23|00	126|06|00
20140912	20140912 20:50	태안	항계내	침몰	운항부주의	어선	양호	충남 태안군 근흥면 안흥항내	1	0	0	0	0	36	40	0	126	9	0	36.66667	126.15000	36|40|00	126|09|00
20140912	20140912 21:52	인천	협수로	기관손상	정비불량	어선	양호	인천시 중국 무의도 남방 1.6마일	1	2	0	0	0	37	20	0	126	24	0	37.33333	126.40000	37|20|00	126|24|00
20140913	20140913 3:10	제주	영해-EEZ	충돌	운항부주의	어선	양호	차귀도 남서 25해리	2	20	0	0	0	32	59	0	125	49	0	32.98333	125.81667	32|59|00	125|49|00
20140913	20140913 10:10	제주	영해	인명사상	기타	예부선	황천5급	용수포구 앞 약 1마일해상	1	3	1	0	0	33	19	27	126	10	31	33.32417	126.17528	33|19|27	126|10|31
20140913	20140913 12:21	동해	영해	키손상	기타	어선	양호	삼척 추암해변 동방 1.5마일 해상	1	2	0	0	0	37	28	45	129	9	49	37.47917	129.16361	37|28|45	129|09|49
20140913	20140913 17:25	제주	영해	기타	정비불량	화물선	황천5급	제주항 북방 10.5해리	1	47	0	0	0	33	41	98	126	31	80	33.71056	126.53889	33|41|98	126|31|80
20140914	20140914 3:35	태안	영해	화재	기타	어선	양호	충남 태안군 신진항 서방 16해리	1	11	3	0	0	36	38	0	125	45	0	36.63333	125.75000	36|38|00	125|45|00
20140914	20140914 6:05	동해	영해	충돌	운항부주의	어선	양호	사천항 북동방 1.2마일 해상	2	2	1	0	0	37	51	14	128	52	5	37.85389	128.86806	37|51|14	128|52|05
20140914	20140914 6:15	태안	항계내	전복	기타	모터보트	양호	충남 태안군 소원면 어은돌항 내	1	0	0	0	0	36	45	33	126	7	23	36.75917	126.12306	36|45|33	126|07|23
20140914	20140914 8:00	태안	영해	충돌	운항부주의	어선	양호	충남 태안군 황도 북서방 0.5해리	2	3	1	0	0	36	36	25	126	23	5	36.60694	126.38472	36|36|25	126|23|05
20140914	20140914 8:03	평택	협수로	기관손상	정비불량	고무보트	양호	충남 당진시 석문면 장고항 방파제 인근해상	1	2	0	0	0	37	2	15	126	33	18	37.03750	126.55500	37|02|15	126|33|18
20140914	20140914 18:18	평택	협수로	기관손상	운항부주의	모터보트	양호	경기 화성시 서신면 제부도 남서방 약 1.7해리 해상	1	2	0	0	0	37	8	0	126	35	0	37.13333	126.58333	37|08|00	126|35|00
20140915	20140915 8:45	부산	항계내	기관손상	정비불량	고무보트	양호	부산시 남구 용호동 이기대 앞 해상	1	1	0	0	0	35	7	37	129	7	36	35.12694	129.12667	35|07|37	129|07|36
20140915	20140915 12:00	제주	EEZ 30마일 이내	기관손상	정비불량	어선	양호	차귀도 남서 120해리	1	8	0	0	0	32	2	0	124	18	0	32.03333	124.30000	32|02|00	124|18|00
